Saturday ,2
Sunday ,3
Monday ,1
Tuesday ,5
Wednesday ,6
Thursday ,4
Friday ,0
,
normal,0
busy,1
very busy,2
,
Autumn,0
Spring,1
Winter,2
Summer,3
